Data,Valor,Identificador,Descrição
05/04/2026,2800.00,9319ba97-0d67-4127-9957-e20bf2cf3635,Salário CLT
05/04/2026,400.00,69e2c31b-ea81-4d14-85fd-0fe1c0dc9a58,Freela / Serviço avulso
05/04/2026,2800.00,fb5e3385-5814-48a5-a9a3-789003781b20,Salário CLT
05/04/2026,1200.00,4582b350-8425-46a9-9104-9653cc18e6db,Freela design
05/04/2026,1500.00,19a27e63-c29a-48bc-b82a-aa782df02c65,Aluguel recebido
10/04/2026,-88.20,546f04a7-ec52-4c8d-9211-2e65356ff408,Internet
10/04/2026,-70.75,feb889f5-c426-48c5-8bd9-7747ba43286e,Telefone / Celular
10/04/2026,-64.92,4907386d-5d83-4b90-a508-3264cf4194a0,TV por assinatura
12/04/2026,-89.03,9db7e9aa-26db-4ec5-acf4-01cce95ee749,Luz / Energia elétrica
15/04/2026,-621.79,9a1d7916-19e0-451f-9288-c78466ee48b9,Plano de saúde
15/04/2026,-429.63,eb63f54d-25c6-4a5a-ab2e-4036ce5e52cb,Supermercado
18/04/2026,-89.02,4a3da9c1-be24-4281-8261-f0ff295c7530,Água
20/04/2026,-303.83,7c0f629b-8935-4279-85b7-1665c71961ac,Farmácia
20/04/2026,-131.70,d8e0073a-b1a5-44b2-b514-a33c09dad9da,Combustível
20/04/2026,-216.02,ef5f5f09-2fe0-43f9-a663-12489032c69b,Consultas / Exames
