Data,Valor,Identificador,Descrição
05/03/2026,-1795.81,e8cbd272-f72a-42d9-b4fd-737962cf7daa,Aluguel / Financiamento imóvel
05/03/2026,8500.00,f2c350ab-55eb-4641-a409-a1203403a9af,Salário CLT
05/03/2026,1800.00,9dfe7afb-6a64-4548-acec-6e57431e8c48,Freela / Serviço avulso
05/03/2026,8500.00,86cda89c-cfdc-4bc0-9446-2ab26dee9782,Salário CLT
05/03/2026,1200.00,3521023a-65e4-4d60-9832-5e5e7a7a25b9,Freela design
05/03/2026,1500.00,c64890b6-a16c-4624-b2dd-f1ff2361d0e7,Aluguel recebido
10/03/2026,-128.37,683131a6-4979-42e2-8595-f438d99c0862,Internet
10/03/2026,-79.86,2049da8b-9326-432a-b386-b2f06d672fb9,"Streaming (Netflix, Spotify…)"
10/03/2026,-89.73,cc385ad6-44cc-479a-b67e-aae4b649deec,Telefone / Celular
10/03/2026,-98.67,c89a79cc-963b-497d-9c8e-5d8f1e621214,Academia
10/03/2026,-74.56,56f1a079-57ef-4cd2-a527-13745a4ab289,TV por assinatura
12/03/2026,-335.88,f495c656-7e32-4f86-9489-3bd101273405,Luz / Energia elétrica
15/03/2026,-419.08,898e80f2-1a9c-4a4d-a83e-e8bad79fc047,Plano de saúde
15/03/2026,-897.97,21e9a5ff-aa71-4180-9bb7-d4ee5eacadf6,Supermercado
18/03/2026,-115.67,81270726-d295-4545-ba41-314f04bdc548,Água
20/03/2026,-221.52,79737e42-b6dd-4652-9a73-057a10ba6a02,Seguro veículo
20/03/2026,-494.58,e7fd1d9e-cfdb-48de-857b-2af49cece4cd,Combustível
20/03/2026,-396.11,46e9cb5a-15db-4940-8c06-57a7fa0c1ef4,Restaurantes / Delivery
20/03/2026,-61.73,72f9f493-2a83-4a83-a31a-620b09068d99,Farmácia
20/03/2026,-361.97,6eff0b7f-039e-4ae8-a9bf-9677359e8012,Manutenção veículo
