Data,Valor,Identificador,Descrição
05/05/2026,-898.20,b2225f31-8391-4315-b6fd-7256d6c93ab5,Aluguel / Financiamento imóvel
05/05/2026,3500.00,8ff32abc-7ad7-4c0e-8eb7-8ad2dbcc483a,Salário CLT
05/05/2026,3500.00,ac9ed2f2-3e92-4349-9213-79567411f1e2,Salário CLT
05/05/2026,1200.00,c7cf644e-3803-44cd-a554-992a4d380100,Freela design
05/05/2026,1500.00,93fcefe0-8674-46e4-b0a8-1ee9aacabee7,Aluguel recebido
10/05/2026,-90.55,636093ba-848a-40ac-a61c-847547ffa50d,Internet
10/05/2026,-39.65,bcd31499-74b6-44de-91d8-a0bc4e3da1fc,"Streaming (Netflix, Spotify…)"
10/05/2026,-80.80,f530f64a-a32e-4ab1-afab-07079a7bf57e,Telefone / Celular
12/05/2026,-128.06,c10b7ffd-bfd5-4fa6-b6a0-8df3366acea9,Luz / Energia elétrica
15/05/2026,-182.72,6e44c01f-c5a2-4e2f-9244-13d5c2fde8af,Plano de saúde
15/05/2026,-654.59,2880427c-c737-4801-84d7-df00867b2203,Supermercado
18/05/2026,-76.13,dcb4dfa6-e0ee-4b00-91c5-19d7be42402e,Água
20/05/2026,-277.87,3c654179-2654-4f96-83d4-6f15b5968d7c,Combustível
20/05/2026,-86.65,fc631891-b241-4d5b-b352-9defe5755d17,Restaurantes / Delivery
20/05/2026,-65.30,c38af567-ae21-41f0-b4be-efa0c29c3278,Farmácia
