Data,Valor,Identificador,Descrição
05/05/2026,-1503.98,5c6fd595-4519-4694-ab3b-1718556478ad,Aluguel / Financiamento imóvel
05/05/2026,9500.00,af57b9e9-79fd-497f-9735-92634374feb5,Salário CLT
05/05/2026,1200.00,9b2f1d57-7bfc-4a46-a4c6-cd939041e2c6,Freela / Serviço avulso
05/05/2026,9500.00,870e7021-3a2b-48b0-adfb-dcf07dc587ff,Salário CLT
05/05/2026,1200.00,a00e225c-f610-44fe-92c9-42eb9a8ec547,Freela design
05/05/2026,1500.00,3b0bbfba-f496-4dc1-9af9-2d193ee0ab1d,Aluguel recebido
10/05/2026,-119.42,587d4250-7aa0-4608-b526-eb0e5534d0f0,Internet
10/05/2026,-68.90,8c091616-2784-4b28-8e09-f65d832fb5dd,"Streaming (Netflix, Spotify…)"
10/05/2026,-98.02,0c016291-1c55-450b-b777-353f643fea0d,Telefone / Celular
10/05/2026,-99.97,d66639cb-8792-4710-85a5-d737fd5dd74a,Academia
12/05/2026,-183.54,cb6a3b57-44b2-41d5-b0df-70eeb990d389,Luz / Energia elétrica
15/05/2026,-382.02,bb81c9d1-97ed-4101-b972-76616fa8886b,Plano de saúde
15/05/2026,-836.36,9166b6b9-3fc9-49a3-8876-a0fef86b6ec1,Supermercado
18/05/2026,-117.07,2bf8ada3-310f-4c54-84e1-02bedd321411,Água
20/05/2026,-257.04,5f3c39c4-4acc-4f0c-a593-14d8642c6b73,Seguro veículo
20/05/2026,-464.32,d77df920-11c0-4b18-a688-177ee0235712,Combustível
20/05/2026,-358.93,5c655aca-f5a1-4770-8376-4d920bd598ed,Restaurantes / Delivery
20/05/2026,-56.84,3c50151e-fa7b-4e76-9710-56f7bbe0058c,Farmácia
