Data,Valor,Identificador,Descrição
05/03/2026,1200.00,7356fb8e-baa5-4dce-8eda-92ebd314b9ef,Freela design
05/03/2026,1500.00,fa513c5f-8cbf-44d3-a0aa-32a1d1a25fe3,Aluguel recebido
10/03/2026,-110.22,e50176bd-75ca-420b-9458-8df8f0f99d60,Internet
10/03/2026,-89.69,9d502c79-e741-476d-9766-3e152d859c5f,Telefone / Celular
10/03/2026,-98.72,7871e46c-bd28-4da4-a90f-a21f57a9998b,TV por assinatura
10/03/2026,-69.87,3c8614fa-f00e-4a22-820a-fb8a9fa45ae8,"Streaming (Netflix, Spotify…)"
10/03/2026,-98.78,ceea302e-eb09-4690-bf6a-3c1b00dcd09c,Academia
12/03/2026,-164.70,9a12c6fa-e294-4c5d-9b61-e6516d87747c,Luz / Energia elétrica
15/03/2026,-769.53,58d957c3-7743-4e5e-8770-4f26f2b1d800,Plano de saúde
15/03/2026,-653.97,35e5e4ee-5473-492a-9cc5-efdb58d0be40,Supermercado
18/03/2026,-73.10,66330c3b-0b6c-4c9e-b6d8-2f7e5feead39,Água
20/03/2026,-200.58,2cffb912-2a65-4ca8-b923-2f8097bc1d17,Farmácia
20/03/2026,-247.31,2dfc817f-c46f-4d37-8369-711a45d14da9,Combustível
20/03/2026,-336.14,fab2b952-ef63-4589-b70f-59747ef53d10,Restaurantes / Delivery
20/03/2026,-228.09,9c50a83b-f4e7-4bd4-b146-22993a81044d,Consultas / Exames
