Data,Valor,Identificador,Descrição
05/05/2026,-1197.70,6b63b2c5-a517-4ee1-8541-871bfc02f93c,Aluguel / Financiamento imóvel
05/05/2026,1500.00,857daca8-9a8c-41c4-b1b5-11ad7565029b,Freela / Serviço avulso
05/05/2026,1200.00,81e9358a-6398-41f3-97b6-ce09f0f8dc43,Freela design
05/05/2026,1500.00,741df7bc-071d-49ac-971d-80136d887632,Aluguel recebido
10/05/2026,-101.49,10b6f0dd-bf0a-4f9a-b3e6-8a7931b32e14,Internet
10/05/2026,-98.25,772d754e-07ff-4ba1-bf29-50921b57b8f9,Telefone / Celular
12/05/2026,-135.79,4801dc72-d0e4-46aa-81bc-d0f44905ddd8,Luz / Energia elétrica
15/05/2026,-239.47,9760f46d-484e-4857-8dbd-90ed55ab4aa7,Plano de saúde
15/05/2026,-529.90,b77bb7fa-c0a6-4aaf-9b26-82a87990b569,Supermercado
18/05/2026,-83.70,da0d4371-c18b-4c3c-ab0b-fe4750c1fdbd,Água
20/05/2026,-221.60,d65eb296-1e81-42e5-af4f-507966cf45c2,Seguro veículo
20/05/2026,-469.48,f8c64237-f34b-43b8-a602-bcff6803a73b,Combustível
20/05/2026,-540.23,e4755a3c-9b06-4eb6-80c7-35193a09cfff,Manutenção veículo
20/05/2026,-159.65,e462eed9-def1-4585-a705-6b3ba2643031,Restaurantes / Delivery
