Data,Valor,Identificador,Descrição
05/03/2026,-1204.93,7ebe0a5d-f110-4e05-b86d-cc747ba16ff7,Aluguel / Financiamento imóvel
05/03/2026,1500.00,f99558ec-0566-483b-8d2e-f8d71f2a95fe,Freela / Serviço avulso
05/03/2026,1200.00,5229fb26-f9b0-4501-a9a9-00bdae650445,Freela design
05/03/2026,1500.00,931cc56e-49d5-4232-ba7a-95f1e2d76feb,Aluguel recebido
10/03/2026,-98.57,6b3618e8-0cc1-4b5e-a5fd-b29f19602423,Internet
10/03/2026,-100.81,ae8c5737-bd75-4911-9078-fc9d9802a871,Telefone / Celular
12/03/2026,-175.45,c86df2b3-289c-402e-8cf2-01e4b2f05d1c,Luz / Energia elétrica
15/03/2026,-238.57,4fa5b860-389d-469e-96c8-495315faee3f,Plano de saúde
15/03/2026,-695.01,6c8aec73-2a76-4b59-ad7e-95e7f4458790,Supermercado
18/03/2026,-58.03,6de1499f-01f4-4c2e-a364-3be0793c73ef,Água
20/03/2026,-221.01,08cf67f4-4f94-47ee-af61-4a1ac4705010,Seguro veículo
20/03/2026,-641.25,18c57767-5efc-4c10-9f0e-021bb6fbf6d8,Combustível
20/03/2026,-462.44,af1e5278-fb59-49ef-83d8-c42dc075a21f,Manutenção veículo
20/03/2026,-79.99,b1608178-ce15-456c-a5d6-58998807e002,Restaurantes / Delivery
