Data,Valor,Identificador,Descrição
05/03/2026,-1655.42,b99d411f-34a7-42ea-bf05-d00a2258e202,Aluguel / Financiamento imóvel
05/03/2026,5000.00,6bcc5ab3-9dfe-4ae8-8e1b-c8cb3875cbef,Salário CLT
05/03/2026,5000.00,ddbd4641-96b2-4da3-8157-0b0fe223607a,Salário CLT
05/03/2026,1200.00,52149e06-b240-4e5c-98e0-1cd766b8129d,Freela design
05/03/2026,1500.00,ce65c0c6-ee06-46cb-a320-32167b1cb0ad,Aluguel recebido
10/03/2026,-122.93,299cbfcc-f9c8-443c-b158-64259d85be5b,Internet
10/03/2026,-79.26,6d74b54a-b0b0-4f58-9df7-c26f54b98f50,"Streaming (Netflix, Spotify…)"
10/03/2026,-112.55,5011cb85-49af-43a2-b7b7-cb1916420c47,Telefone / Celular
10/03/2026,-109.49,4d643b5a-98a0-4a6a-bb8d-0bf5b72991b8,Academia
12/03/2026,-196.37,a6302eb2-54e9-4adb-9595-5ad61888ffd3,Luz / Energia elétrica
15/03/2026,-353.56,16b12438-c5a7-4503-af61-5f29ff3f8c1b,Plano de saúde
15/03/2026,-955.26,de045073-1da1-4bde-b8ae-6b634d886fe8,Supermercado
18/03/2026,-152.49,93d4e9c0-d8f6-44ca-a650-70b23653dcbd,Água
20/03/2026,-211.41,13f4e530-6ab5-473e-a702-d2a03d6fb168,Seguro veículo
20/03/2026,-479.07,c53f5d24-79c2-44ca-96be-b1cff4a77714,Combustível
20/03/2026,-312.28,fca7915c-3f06-455a-aa11-f7a999cb2c3a,Restaurantes / Delivery
20/03/2026,-84.29,9b881b4a-d63f-47ac-b5f3-e4ca0ab6fa0c,Farmácia
