Data,Valor,Identificador,Descrição
05/04/2026,-1684.55,88bdbadd-5589-4bdc-b6f0-80623e191576,Aluguel / Financiamento imóvel
05/04/2026,5000.00,c2355163-51a7-458c-a72d-020e13850a48,Salário CLT
05/04/2026,5000.00,3c75663f-9913-4568-a526-1e0bb14d2c63,Salário CLT
05/04/2026,1200.00,3014e457-74da-4a39-ac3f-0f7864b99762,Freela design
05/04/2026,1500.00,47907339-d97f-4ae0-a776-a8cfce717f40,Aluguel recebido
10/04/2026,-124.77,a38a1a05-24ec-4754-acb0-cec52c7a5b5f,Internet
10/04/2026,-79.61,98a2db1f-25e0-47b3-9c56-1b46a515048e,"Streaming (Netflix, Spotify…)"
10/04/2026,-111.36,a6ef609e-194b-4cf2-ab51-2a51cbce854e,Telefone / Celular
10/04/2026,-110.54,897027ed-ac23-4a85-82f8-62a8e04c4198,Academia
12/04/2026,-274.00,f36973fb-ed6a-4557-b900-c27586a3bb50,Luz / Energia elétrica
15/04/2026,-358.42,2b0abce2-f993-4ecf-addc-7853cee3bdd8,Plano de saúde
15/04/2026,-935.16,0c8711f8-f42e-4fd2-8388-0dc8879ddf3a,Supermercado
18/04/2026,-145.03,4167528d-dcb3-4929-a508-74c13d39b1d9,Água
20/04/2026,-215.10,f2e9d370-95d1-4082-bfbb-b3f902250ff2,Seguro veículo
20/04/2026,-389.60,21678e34-4c9b-4a01-bb60-3828980fd9aa,Combustível
20/04/2026,-298.56,7021de5d-8cd5-4e30-b859-0d720883d35e,Restaurantes / Delivery
20/04/2026,-167.40,763906a7-6025-4d89-b021-cc717c7b6b18,Farmácia
20/04/2026,-382.33,80553f4d-af8e-4e3e-8923-de995ad7cdd0,Manutenção veículo
