Data,Valor,Identificador,Descrição
05/03/2026,-3229.63,f1e27331-5c60-4edf-967d-7ecab1aa4def,Aluguel / Financiamento imóvel
05/03/2026,18000.00,b38870b8-f09a-4d08-8745-f11c95c654ec,Freela / Serviço avulso
05/03/2026,1200.00,7c68015b-375f-4524-b38f-20bf05ab640a,Freela design
05/03/2026,1500.00,093916e0-7d5a-462e-ad32-b74edd1037c0,Aluguel recebido
10/03/2026,-200.52,d43bdd52-2d16-423c-8a01-32ff564d2164,Internet
10/03/2026,-161.94,ad6fcd7f-a5c3-4b4a-a800-203ae1cba53a,"Streaming (Netflix, Spotify…)"
10/03/2026,-142.62,9b8a1434-45e9-4703-b3ff-ce5e68d11008,Telefone / Celular
10/03/2026,-186.89,ec4ceaa8-c626-421a-ad0c-f0d21a703bc5,Academia
10/03/2026,-132.23,f98e8164-11b5-4404-9d74-2643f4c25a55,TV por assinatura
12/03/2026,-147.04,7fb428b4-5520-49c3-9232-e05850e2d3b5,Luz / Energia elétrica
15/03/2026,-674.61,ba1a5b2e-e42e-4676-a643-59845c535fc5,Plano de saúde
15/03/2026,-750.40,89bd2209-046f-4372-b2d4-a494c57171c9,Supermercado
18/03/2026,-134.88,1f3306e2-4b51-4dae-86f9-3690472ab35b,Água
20/03/2026,-317.12,98283a4b-ba92-460b-85de-aa55916ad896,Seguro veículo
20/03/2026,-423.44,095c8aad-9a22-46e0-8b9f-92d80550427c,Restaurantes / Delivery
20/03/2026,-394.13,be8d5858-ba0b-4e62-927e-ab7730e7985c,Combustível
20/03/2026,-292.89,0f0ed0c4-bb2c-4c36-b519-aab5a39ca4a6,Cursos online
20/03/2026,-3407.15,6b36017d-9e5c-43af-a60f-520d54bc5524,Viagens
