Data,Valor,Identificador,Descrição
05/04/2026,7500.00,7d1de370-268e-40f0-bd5c-4fb44216d2de,Salário CLT
05/04/2026,4000.00,a94cfd07-9c58-4683-8400-1d684cb3231e,Freela / Serviço avulso
05/04/2026,7500.00,b9741874-8aea-402f-983c-965fc1b8b169,Salário CLT
05/04/2026,1200.00,2d6c73c9-7bfd-4e07-9ac9-5845940cf3db,Freela design
05/04/2026,1500.00,42231112-1cdb-4d88-a8c6-912e104cb164,Aluguel recebido
10/04/2026,-110.01,55064755-7888-4b6b-853e-8450f0dc5413,Internet
10/04/2026,-60.67,35052f2e-ebf9-4fe3-b2d1-47655b380a45,"Streaming (Netflix, Spotify…)"
10/04/2026,-180.82,00698bd8-fa99-4d60-b2c2-4fedaf6d734e,Telefone / Celular
10/04/2026,-179.75,2d43d175-cee9-453d-b5c8-a1dc75806877,Academia
12/04/2026,-174.68,3f294566-5854-4468-a8dd-3263784196e1,Luz / Energia elétrica
15/04/2026,-472.81,ded71cff-dd29-4279-b808-4855facc8cd2,Plano de saúde
15/04/2026,-807.29,831c36db-ffbc-4f91-9ba3-ba961a085634,Supermercado
20/04/2026,-301.94,441e4ff7-c72f-4bc5-b032-353ccd0b5b7a,Combustível
20/04/2026,-355.43,e62b039d-0741-4ff8-9d43-d82a01019b80,Restaurantes / Delivery
20/04/2026,-82.27,f6cf0c0a-ec3a-45c1-a651-aa2361d462b7,Farmácia
20/04/2026,-589.80,6b7c7038-57d0-45fc-ab9a-69cea7ccdf2a,Viagens
