Data,Valor,Identificador,Descrição
05/05/2026,-1079.99,62a20d80-851d-4e80-a709-cced15679026,Aluguel / Financiamento imóvel
05/05/2026,2500.00,20e25f9b-e160-4bf4-9895-895957625a0c,Freela / Serviço avulso
05/05/2026,1800.00,88c96eae-3b1e-41ef-afd4-8564f5ae4ebb,Aluguel recebido
05/05/2026,1200.00,0805fbe6-acd1-4e6f-98b1-22259a72e4ef,Freela design
05/05/2026,1800.00,4e8059f2-c4e7-42d1-ba8b-1acd35265238,Aluguel recebido
10/05/2026,-98.45,64f62e85-0bfa-43e4-833f-7d4290cbe8fe,Internet
10/05/2026,-39.63,f0cb621c-d713-46fa-9a3a-9c6bc9763c4f,"Streaming (Netflix, Spotify…)"
10/05/2026,-89.75,4af6d2f0-d1b7-4df7-9562-4187f6fc4bf4,Telefone / Celular
12/05/2026,-150.87,d890a781-f90b-4e5e-9a11-bcefd85a7375,Luz / Energia elétrica
15/05/2026,-209.78,8af7690b-99f7-454c-b200-ae04ca28ffab,Plano de saúde
15/05/2026,-554.65,0278c8d6-e032-484b-80a9-dc1b9e226d17,Supermercado
18/05/2026,-92.27,4feb2e93-7fcf-4b46-bac5-60a9140b2ebf,Água
20/05/2026,-229.70,da7c9880-f7cc-463c-871c-954249065dec,Combustível
20/05/2026,-218.69,d159976c-f0e0-48b5-b8fa-23ce777305f4,Restaurantes / Delivery
20/05/2026,-70.95,12ed72f3-a465-461f-85ff-e003cec17718,Farmácia
20/05/2026,-253.94,df35fa9d-0e4f-4481-924a-ad731f68ed82,Cursos online
