Data,Valor,Identificador,Descrição
05/04/2026,-1375.02,86b9474c-ac54-4468-8c62-b6d16d0d1715,Aluguel / Financiamento imóvel
05/04/2026,6500.00,321dfe73-833f-4f83-b7a2-a1746aceb433,Salário CLT
05/04/2026,800.00,1852dd45-05da-4fb1-ab6a-948a3a579d85,Freela / Serviço avulso
05/04/2026,6500.00,1eab051e-5138-4352-82d3-4c266152c9ee,Salário CLT
05/04/2026,1200.00,4c820716-f8db-4b79-91c4-da36fc416cc5,Freela design
05/04/2026,1500.00,147130cf-4201-4753-a367-c3394ff25aef,Aluguel recebido
10/04/2026,-109.12,c881e4b9-7e53-4ef9-aa8a-6648fb0b554b,Internet
10/04/2026,-59.67,1fb24f01-87cc-4964-b8d4-c30c076d7e41,"Streaming (Netflix, Spotify…)"
10/04/2026,-87.64,b54b002a-6a03-4695-bf27-65adc6c3a7b5,Telefone / Celular
10/04/2026,-77.15,f44055f0-4daf-4c77-891a-bd650450b03c,Academia
12/04/2026,-226.57,e751e07e-1c63-41bd-93de-3796fca39a60,Luz / Energia elétrica
15/04/2026,-274.28,54c2bb8c-956a-4746-b36e-9feef2b5b383,Plano de saúde
15/04/2026,-867.35,8b38422c-797f-42e8-81a2-ff9fd82f46a9,Supermercado
18/04/2026,-116.94,a45c10cf-2f92-48e6-ae5c-b8b878190b9d,Água
20/04/2026,-178.22,056829a6-51e4-46ae-9f06-78c083e2e4f7,Seguro veículo
20/04/2026,-345.10,203f23a0-e1ac-4293-869c-648819e0eaa1,Combustível
20/04/2026,-333.13,18d8127b-8a23-48cd-93c2-2230f03ff769,Restaurantes / Delivery
20/04/2026,-120.41,52e5b6a1-d2a0-4288-912e-b33ab354b56e,Farmácia
