Data,Valor,Identificador,Descrição
05/04/2026,-1781.33,984604f7-cd2f-49f0-9b06-c09a116194c1,Aluguel / Financiamento imóvel
05/04/2026,6500.00,bdb10066-d0ca-4c96-aedf-be16b606e6cc,Salário CLT
05/04/2026,6500.00,fe64a371-beb0-408f-b7cd-a0ad5d2710ff,Salário CLT
05/04/2026,1200.00,afd7e023-4d8a-4f03-91b8-4a633f5cd60e,Freela design
05/04/2026,1500.00,a707011d-8a25-48fe-947a-16562e8d9827,Aluguel recebido
10/04/2026,-147.51,a971dfb5-4cdd-43b9-8a8c-8d9377bcb413,Internet
10/04/2026,-79.73,30520bee-56dd-403c-98cb-d1f2c1461e42,"Streaming (Netflix, Spotify…)"
10/04/2026,-98.88,ab8ba7f8-faf6-45f8-b870-f3436b41280f,Telefone / Celular
10/04/2026,-108.57,3f10a358-72c1-444f-85e5-42dfc3b722fa,Academia
10/04/2026,-88.61,bd985f86-20ce-4f50-9f37-69e63d1a114f,TV por assinatura
12/04/2026,-241.99,83426dc9-5d3c-4563-bc41-f49c8fdcf32a,Luz / Energia elétrica
15/04/2026,-423.42,c1bfacb5-d483-43d8-95fd-ccfef3195744,Plano de saúde
15/04/2026,-1066.56,9b742e1b-fa63-4da1-b8e5-44c8a7ded100,Supermercado
18/04/2026,-134.18,4bdf7b88-b1d0-45d9-963e-b20199c76e97,Água
20/04/2026,-240.38,0547e7eb-d800-49aa-8b54-7f0554903069,Seguro veículo
20/04/2026,-593.13,1a2e3009-9aef-4dcd-88cd-c3e8a02ee51f,Combustível
20/04/2026,-462.88,48249a39-554b-42d8-9627-7f07335152a6,Restaurantes / Delivery
20/04/2026,-135.03,106ff052-9ae3-47cf-9b83-d30292167e45,Farmácia
