Data,Valor,Identificador,Descrição
05/03/2026,-548.46,1774c958-a1ed-4329-aef3-f3cc2c7a7538,Aluguel / Financiamento imóvel
05/03/2026,2700.00,62a7b985-2d42-4c9a-957f-2c1fbe2d2fba,Freela / Serviço avulso
05/03/2026,1200.00,df0f83b0-160d-45c6-82f1-527e76020bf1,Freela design
05/03/2026,1500.00,6b48409f-3575-4017-bafe-a654834e2977,Aluguel recebido
10/03/2026,-69.36,da6a41a0-c942-4fd0-a2cc-a23d9de1342b,Internet
10/03/2026,-30.38,08eef6be-c8c6-4799-a0eb-3787f7fa9c8d,"Streaming (Netflix, Spotify…)"
10/03/2026,-50.26,7e2b058e-baa0-4a1b-932e-57200ef53b59,Telefone / Celular
12/03/2026,-89.37,f051588a-6b5a-45b0-b2c0-cf048be65daa,Luz / Energia elétrica
15/03/2026,-137.78,1f6cdddd-931c-4a63-8238-129f341ffae4,Plano de saúde
15/03/2026,-310.96,ce1503cc-642a-449c-8632-b6ce51938bf0,Supermercado
18/03/2026,-50.39,ccd402f4-5a4e-444d-9228-6fc6d39d6a38,Água
20/03/2026,-88.41,b04e4909-dfd0-4240-9947-5cc15ea8b0d6,Restaurantes / Delivery
20/03/2026,-136.75,407f16a7-81c3-46ad-9328-4f3d5b4f4d49,Transporte público
20/03/2026,-145.75,f09b9da4-14c8-41e5-af1f-9e93496a5dac,Material escolar
20/03/2026,-70.10,4ba933cd-a602-4e4a-8cd2-dffb81eac259,Farmácia
