Data,Valor,Identificador,Descrição
05/05/2026,-539.98,a0ca3681-a43b-4f78-8701-b6923f259f85,Aluguel / Financiamento imóvel
05/05/2026,2700.00,0d8329c5-cbf6-4c27-b480-5b946690a902,Freela / Serviço avulso
05/05/2026,1200.00,49a489cc-bbd3-49f3-955c-eff655fbac04,Freela design
05/05/2026,1500.00,f70c43c1-a2f8-4b3e-afe5-90145b86929c,Aluguel recebido
10/05/2026,-69.72,6d9c8f95-fdaa-40c8-85e0-c8ca316a7c1d,Internet
10/05/2026,-29.92,577cce28-13dd-4be8-895c-b9ca3d92be06,"Streaming (Netflix, Spotify…)"
10/05/2026,-50.51,36ecfb83-a08b-4784-a98f-f29214b21e9c,Telefone / Celular
12/05/2026,-83.34,3c094a28-3bf0-42b5-a609-01980f9e2807,Luz / Energia elétrica
15/05/2026,-141.05,e59d11ce-d663-4900-9dbe-19cceb595369,Plano de saúde
15/05/2026,-360.56,5c5c8ea5-0e83-4786-9e04-1cdd6300b53d,Supermercado
18/05/2026,-56.97,5276616e-c2fa-4601-adc1-1c4d9d97f310,Água
20/05/2026,-111.76,48459a7e-97e8-495a-bc42-79904fc5eb00,Restaurantes / Delivery
20/05/2026,-144.45,0066fdde-d93b-41a1-9ac6-f7e621fe7e60,Transporte público
20/05/2026,-77.00,f96a4437-8053-4309-aab3-854e6fd0f6ed,Farmácia
