Data,Valor,Identificador,Descrição
05/03/2026,-1360.83,e31bfda9-3fe2-49df-bf53-3d772bac9b96,Aluguel / Financiamento imóvel
05/03/2026,7000.00,b2332b88-61d6-43c0-9c3c-a9ac8e49063f,Salário CLT
05/03/2026,600.00,b264faaf-2cab-4ff7-aed2-8fd15ee456a6,Freela / Serviço avulso
05/03/2026,7000.00,906407b9-2998-4bf5-9b51-a86ab39eae53,Salário CLT
05/03/2026,1200.00,387b53b7-215b-49ed-95f0-d3622d405333,Freela design
05/03/2026,1500.00,ae7d77e1-3cc5-4446-8150-6e79dd083762,Aluguel recebido
10/03/2026,-107.79,4ced7a9e-1079-41b5-96ad-5793640da2db,Internet
10/03/2026,-49.74,1e2869b7-d5af-4aa9-ba3e-df3d0925b8aa,"Streaming (Netflix, Spotify…)"
10/03/2026,-79.91,17e87ac2-9d3f-4b8a-aa08-5e7c5401a6b8,Telefone / Celular
10/03/2026,-80.33,3b0abf46-b364-4560-8aa6-105e1a17dce5,Academia
12/03/2026,-121.15,7c7b6c08-53bd-4e71-98d0-c6b32b97bd0f,Luz / Energia elétrica
15/03/2026,-292.21,9360faee-fe9d-4855-870d-dd3d26e986f6,Plano de saúde
15/03/2026,-670.56,d74c3f2b-a8fe-4bc2-ab51-320380118f9c,Supermercado
18/03/2026,-104.04,52b75b1c-ed60-4f30-880b-e88cae04740d,Água
20/03/2026,-399.72,bc2c9cc0-632f-426d-ad5e-50f8b8645142,Combustível
20/03/2026,-156.48,c3c5a5be-7864-4578-b130-180603b5e96c,Restaurantes / Delivery
20/03/2026,-87.32,4e559c5b-0620-493d-aa6d-29c1cd949347,Farmácia
