Data,Valor,Identificador,Descrição
05/05/2026,-1336.09,c95006a9-0620-462f-9d8a-676708404636,Aluguel / Financiamento imóvel
05/05/2026,7000.00,8c68b83d-12ae-4540-b9d9-ded0ad091d4e,Salário CLT
05/05/2026,600.00,653c7494-3d62-4780-b746-0d84c7cf5d8e,Freela / Serviço avulso
05/05/2026,7000.00,1fc5935c-e7b1-49d3-876d-a06e36170c99,Salário CLT
05/05/2026,1200.00,10ead67f-5b33-4930-b1c8-057b67829c6d,Freela design
05/05/2026,1500.00,7b5e5e99-d304-439c-8bf1-3736d1fb44ac,Aluguel recebido
10/05/2026,-110.65,86d6a64a-3f26-4e7d-9ed4-193c62f7b3a8,Internet
10/05/2026,-49.96,2afb4dfd-47c8-4ee2-b480-cb667e740f5f,"Streaming (Netflix, Spotify…)"
10/05/2026,-78.47,2ce04cfa-6d2e-4d1b-9e36-5bcc4f9c53d4,Telefone / Celular
10/05/2026,-78.73,a01468ee-09c1-4a71-9367-479b6e6a3fa8,Academia
12/05/2026,-206.03,2e6b3f72-ab36-49ea-99af-fa2a15bc7e9e,Luz / Energia elétrica
15/05/2026,-291.60,9cf79ed2-4189-4ca7-a630-dcc46888653b,Plano de saúde
15/05/2026,-507.15,1bb8c052-7279-4ef7-b81d-268f24bfb0f0,Supermercado
18/05/2026,-86.49,c921e091-8ed0-4466-8c47-1f3abe3e818b,Água
20/05/2026,-250.78,0e337840-b711-4cc0-bee6-3243e1666a65,Combustível
20/05/2026,-267.24,a6c986d8-4617-47ec-9dfe-add1f462e442,Restaurantes / Delivery
20/05/2026,-115.45,31f7c1e7-7102-41f4-9bf4-8c5d848aab10,Farmácia
