Data,Valor,Identificador,Descrição
05/04/2026,-1523.87,d675894f-04e0-4b35-8066-0d0ceed815c3,Aluguel / Financiamento imóvel
05/04/2026,4500.00,c010390a-3d0d-4ad0-bd48-19d30ede17b4,Salário CLT
05/04/2026,4500.00,1e47c874-1d8a-472e-b56f-6438905428f3,Salário CLT
05/04/2026,1200.00,b67fb355-4080-4fbf-9b29-93d06d0e3e49,Freela design
05/04/2026,1500.00,9b6cddee-0fba-4b6c-907e-d2c05c570a55,Aluguel recebido
10/04/2026,-119.19,fd6e4201-ae1d-4e69-89db-596bbdd59015,Internet
10/04/2026,-65.07,d7a0ceb8-3636-4ff5-a332-e7363407fd79,"Streaming (Netflix, Spotify…)"
10/04/2026,-96.64,b7dd893f-c371-4e2b-b3d5-a5b49ef185f0,Telefone / Celular
10/04/2026,-95.66,cb3db992-46db-498c-96ac-d7bf0cec95fa,Academia
12/04/2026,-184.07,7335bb57-b001-4abe-afec-1e8dd9b3feed,Luz / Energia elétrica
15/04/2026,-274.08,44875fbe-4e04-43fb-8fc5-884656d87c95,Plano de saúde
15/04/2026,-754.84,f859dd5d-fb56-4f7b-95d1-03a76d69b304,Supermercado
18/04/2026,-132.17,4259e63e-8923-4842-9d2d-77ba547ce6d5,Água
20/04/2026,-365.49,aa1f22e2-05a8-458b-81fd-0f984fc61cf8,Combustível
20/04/2026,-276.74,80900580-7c8f-439b-8ea8-058286627813,Restaurantes / Delivery
20/04/2026,-51.17,eaad9984-953a-4370-b4a6-222d1e89c935,Farmácia
