Data,Valor,Identificador,Descrição
05/05/2026,-2779.70,5068e6e5-15b2-4350-bfab-2dd5b3de50c3,Aluguel / Financiamento imóvel
05/05/2026,14000.00,cbbda16f-a7e1-4753-ac4b-3276d789b441,Salário CLT
05/05/2026,3500.00,e6d287e7-eb16-4098-b2b6-447113c27290,Freela / Serviço avulso
05/05/2026,14000.00,6b90f50b-8b23-4950-a02f-e02b3b0b278a,Salário CLT
05/05/2026,1200.00,ce44d441-6ce0-4ff9-8b3f-bd9a317b7b27,Freela design
05/05/2026,1500.00,d55487b7-fc49-4cc2-8f8e-139aa8a8e086,Aluguel recebido
10/05/2026,-149.40,12968dbb-c517-4584-866c-e1fe352866b8,Internet
10/05/2026,-98.50,afb4957f-3fa5-46c1-826a-449193f7e820,"Streaming (Netflix, Spotify…)"
10/05/2026,-131.22,23afe4bb-2312-4dde-a7b4-89197d4c8337,Telefone / Celular
10/05/2026,-148.84,520ee9d6-235d-4aca-9789-0477d23d25bb,Academia
10/05/2026,-76.96,c60ef505-b239-4622-82fb-ea741b429440,TV por assinatura
12/05/2026,-411.78,3a49f2d2-8212-424e-8377-c567f246b694,Luz / Energia elétrica
15/05/2026,-676.64,0eb02892-3d87-48c9-a2e8-2bd78e6c1756,Plano de saúde
15/05/2026,-1464.04,7b388f7e-ec0c-47e8-a1de-e4175751d057,Supermercado
18/05/2026,-151.74,54fd574a-8630-4dfb-84da-9a5b48861beb,Água
20/05/2026,-416.65,733e81ee-a689-4e86-9f23-2c3c37781e92,Seguro veículo
20/05/2026,-590.60,1ffac13a-d412-48da-9054-04b5562a8825,Combustível
20/05/2026,-678.64,2c1f83c9-f22f-4138-98c0-b09851bc646d,Restaurantes / Delivery
20/05/2026,-133.43,592fc13b-e590-4480-af1d-848699af2c7f,Farmácia
20/05/2026,-448.52,b5528566-e2b3-41f8-8bd5-c59b3f5c73a5,Manutenção veículo
