Data,Valor,Identificador,Descrição
05/03/2026,-1516.15,d7d38063-b891-4a16-b60c-a749e61ae87f,Aluguel / Financiamento imóvel
05/03/2026,3000.00,70f006ea-cc4c-406f-ad47-ab3ce1d28fb0,Salário CLT
05/03/2026,4500.00,2ac49a80-1833-43dd-a656-ddebce7fd465,Freela / Serviço avulso
05/03/2026,3000.00,67d16b25-9512-459c-bfd3-77b48165e093,Salário CLT
05/03/2026,1200.00,a92a2b3d-c784-4f2b-888d-a51f87bee68e,Freela design
05/03/2026,1500.00,a7814660-f4c2-49e1-ae10-9966b2e9bd18,Aluguel recebido
10/03/2026,-98.20,3da6c9d9-d02c-46e6-ac20-5344757fe3fc,Internet
10/03/2026,-109.75,9bbe28aa-1440-4dbc-b2d5-3254ec250bba,Telefone / Celular
12/03/2026,-218.63,82a870c8-59d6-4331-956b-6ff32276cc38,Luz / Energia elétrica
15/03/2026,-321.82,ca574eed-71cf-4523-83ba-4ba35d3ea51a,Plano de saúde
15/03/2026,-538.71,16f17479-b15c-4914-a777-14afb40226a8,Supermercado
18/03/2026,-107.54,f7577205-0644-4215-b9eb-a4a2a6f95a42,Água
20/03/2026,-181.01,60ce3508-55be-48c6-807a-3ebd400d10a8,Seguro veículo
20/03/2026,-293.26,4aa1086a-60df-4bcb-8f03-dac6aa403f10,Combustível
20/03/2026,-105.17,9125fa1c-dbde-40a0-9696-cea51a1daaa7,Restaurantes / Delivery
20/03/2026,-144.09,4c006904-2183-4bd3-a5a5-9551db899c3e,Farmácia
20/03/2026,-125.71,9d124b20-83fd-4e68-a412-602cbefa2f53,Material escolar
