Data,Valor,Identificador,Descrição
05/04/2026,-1500.15,98f7108a-deb4-4b04-9a53-b9003148a3cd,Aluguel / Financiamento imóvel
05/04/2026,3000.00,8c6d094c-10b5-46bd-8019-73d16741ce85,Salário CLT
05/04/2026,4500.00,81a73eb8-0218-46b5-bb32-ca4f04de7e2d,Freela / Serviço avulso
05/04/2026,3000.00,7e0e0131-a0c1-4411-80b9-86cc3a0866b1,Salário CLT
05/04/2026,1200.00,6442985a-012b-4b43-b994-ae55e9c491b3,Freela design
05/04/2026,1500.00,174024d4-6e35-44a2-8f50-d0e73633d042,Aluguel recebido
10/04/2026,-100.27,34102409-5724-41be-a563-aeb70e53ee5b,Internet
10/04/2026,-110.45,f842c37c-0702-4a94-bfeb-697e1ae1e8f0,Telefone / Celular
12/04/2026,-218.57,0809b1d3-41e5-4d90-8a71-ffd328edfdc4,Luz / Energia elétrica
15/04/2026,-315.57,b21e7c35-b72a-4ba7-9d04-2cec0ce868d7,Plano de saúde
15/04/2026,-784.56,c1a2117f-667c-4a46-91a3-50f867d6e777,Supermercado
18/04/2026,-137.95,fda03953-dd07-4f00-aea5-6a58afc971d2,Água
20/04/2026,-176.70,86670a7c-d3f7-4a85-8dda-85ae253f8bdd,Seguro veículo
20/04/2026,-338.05,7f567e68-22ff-42de-ba24-dc3a4b5db831,Combustível
20/04/2026,-64.24,1aa7704f-53a5-4c02-a3e0-cf77f38c7e69,Restaurantes / Delivery
20/04/2026,-80.21,c28b1d7a-2e54-4d7d-868a-34fb8b0e054b,Farmácia
