Data,Valor,Identificador,Descrição
05/05/2026,-895.11,b3a219e2-71b5-459b-8232-b9bd20a31727,Aluguel / Financiamento imóvel
05/05/2026,5500.00,4d105d5e-5910-460e-a46c-84148a8ba45d,Salário CLT
05/05/2026,5500.00,cd57fe2c-184d-4e7a-8634-17bbddc39835,Salário CLT
05/05/2026,1200.00,2e6d5f1e-0290-4860-b073-7d758e9c1344,Freela design
05/05/2026,1500.00,26f9e1de-dee6-40a5-9b1c-4862a3f5d464,Aluguel recebido
10/05/2026,-88.35,dc1b8a1b-f679-4722-b1f7-e701284def95,Internet
10/05/2026,-40.16,cfe77972-f6c9-424e-ad31-4c341861bb6a,"Streaming (Netflix, Spotify…)"
10/05/2026,-79.31,5e02d257-8a44-49d2-9b7c-a19f232404d1,Telefone / Celular
10/05/2026,-69.96,45aa5f67-9db9-4d64-a3eb-50fb8cb58945,Academia
12/05/2026,-151.55,8bdaa945-1013-4cbf-9462-e5a092cf79a7,Luz / Energia elétrica
15/05/2026,-188.71,1f36b643-e48f-4499-91e2-b4c7d9de60be,Plano de saúde
15/05/2026,-590.10,b716173c-1337-45da-a385-383b2ba0c1e0,Supermercado
18/05/2026,-93.87,9dc8cdab-e3b2-46f4-b6c7-9c1da441e88f,Água
20/05/2026,-273.51,84d30dc9-ce09-4574-8658-9c5d852b672f,Combustível
20/05/2026,-121.39,cfbc5fff-fa1b-4481-87f6-79e55526342d,Restaurantes / Delivery
20/05/2026,-79.43,96f76f4b-f18b-4b8b-8d65-1b4ab9a17ca0,Farmácia
