Data,Valor,Identificador,Descrição
05/04/2026,-1526.88,c7db8763-3baf-49fc-8537-f148710080ef,Aluguel / Financiamento imóvel
05/04/2026,7200.00,cea98b8d-9879-4cf2-8b84-90f7b41368f3,Salário CLT
05/04/2026,1200.00,3b5bd6c4-f4f0-4fa9-bb20-514bcead0c61,Freela / Serviço avulso
05/04/2026,7200.00,09dcb856-f48a-4ff4-bc35-82c1bedf9277,Salário CLT
05/04/2026,1200.00,8cb58389-6211-478a-8903-3ea8a7931319,Freela design
05/04/2026,1500.00,5558b957-6ba6-48b6-b706-6f5d6fb1e324,Aluguel recebido
10/04/2026,-119.33,8d9912e1-c05d-426f-a035-ad7a56fb1b7a,Internet
10/04/2026,-50.23,1905cac9-2b66-43a0-81af-de0e3f5130a8,"Streaming (Netflix, Spotify…)"
10/04/2026,-89.71,47e8e7ee-701c-459a-a1d6-7e7f6ba0b845,Telefone / Celular
10/04/2026,-89.89,d09f4dc2-d051-497a-8a5f-5011beb576a3,Academia
12/04/2026,-201.91,4228226f-e015-4ddb-9023-7e09f262560e,Luz / Energia elétrica
15/04/2026,-310.28,67e62640-90af-40da-afa6-13bffc79f849,Plano de saúde
15/04/2026,-899.31,75250431-13ee-46ff-ad6e-9a1b29c60c57,Supermercado
18/04/2026,-81.26,fbf2691e-5450-4688-adba-030ff741095a,Água
20/04/2026,-419.70,e389e9ed-77d7-4719-a333-1be0cf23ea31,Combustível
20/04/2026,-342.10,364746e8-6c1b-4ab4-9771-c7d1dacfd146,Restaurantes / Delivery
20/04/2026,-94.70,1e11a88d-0773-4b47-80da-b81879bf15d4,Farmácia
20/04/2026,-236.78,cad805c4-af14-49ae-9967-037314b87e4d,Manutenção veículo
