Data,Valor,Identificador,Descrição
05/05/2026,-1438.17,cafe9223-1256-4348-be0d-6849cf43623f,Aluguel / Financiamento imóvel
05/05/2026,-1350.00,69ba956c-0cda-404e-9782-509f5d5d9cb5,Fatura cartão Itaú (atraso 18d)
05/05/2026,4800.00,877f157c-9e18-405f-ae35-00785d5d34b8,Salário CLT
05/05/2026,4800.00,06ac6b28-8e79-41e6-a47a-f69ccb9da9f4,Salário CLT
05/05/2026,1200.00,5d0a26b0-2e0b-4d5e-9070-3f2c6803ff64,Freela design
05/05/2026,1500.00,45cb4cd0-84ad-472b-a789-681709677245,Aluguel recebido
10/05/2026,-107.57,93e17335-1096-494a-ad48-0b97c6f7d917,Internet
10/05/2026,-59.38,cda3db68-6c6b-4013-a58d-129d82b38b9a,"Streaming (Netflix, Spotify…)"
10/05/2026,-94.80,630114f3-a0cc-494b-8422-3bbf4c179406,Telefone / Celular
12/05/2026,-223.67,7fb8f458-34c5-454d-8a8e-d971904e2fc8,Luz / Energia elétrica
15/05/2026,-264.04,7986ecf4-acc8-4ce8-8a9e-d7caa55f104f,Plano de saúde
15/05/2026,-770.10,11dcfa0e-ec14-4195-945b-9a656fafd0e9,Supermercado
18/05/2026,-128.86,e11da3ab-1b60-48cc-9913-96e4d220c7d0,Água
20/05/2026,-335.32,f4cd612e-3662-4823-ad1c-a75f9f3476fe,Combustível
20/05/2026,-280.93,fbf31d1f-ac47-44f3-8b17-22e0d86984fd,Restaurantes / Delivery
20/05/2026,-238.22,0706339d-3a1b-4f11-9e3a-763193e82605,Farmácia
